Fecha,Precipitacion_mm
2021-10-01,26.66
2021-10-02,0.05
2021-10-03,4.26
2021-10-04,19.55
2021-10-05,0.3
2021-10-06,0.0
2021-10-07,0.0
2021-10-08,0.0
2021-10-09,0.0
2021-10-10,0.0
2021-10-11,9.17
2021-10-12,0.67
2021-10-13,22.92
2021-10-14,2.34
2021-10-15,9.17
2021-10-16,6.83
2021-10-17,0.52
2021-10-18,1.37
2021-10-19,0.38
2021-10-20,3.59
2021-10-21,0.0
2021-10-22,0.0
2021-10-23,3.93
2021-10-24,38.86
2021-10-25,30.84
2021-10-26,17.19
2021-10-27,1.49
2021-10-28,0.0
2021-10-29,10.27
2021-10-30,0.0
2021-10-31,0.0
2021-11-01,0.0
2021-11-02,4.8100000000000005
2021-11-03,37.04
2021-11-04,2.73
2021-11-05,0.66
2021-11-06,0.0
2021-11-07,0.91
2021-11-08,0.07
2021-11-09,0.0
2021-11-10,5.26
2021-11-11,0.0
2021-11-12,2.64
2021-11-13,3.85
2021-11-14,20.3
2021-11-15,0.95
2021-11-16,0.0
2021-11-17,0.0
2021-11-18,0.08
2021-11-19,0.27
2021-11-20,6.03
2021-11-21,26.24
2021-11-22,5.63
2021-11-23,9.12
2021-11-24,8.58
2021-11-25,6.08
2021-11-26,0.0
2021-11-27,1.31
2021-11-28,6.62
2021-11-29,0.0
2021-11-30,0.0
2021-12-01,7.13
2021-12-02,0.0
2021-12-03,0.0
2021-12-04,0.0
2021-12-05,0.0
2021-12-06,0.0
2021-12-07,0.0
2021-12-08,0.0
2021-12-09,0.0
2021-12-10,0.0
2021-12-11,12.19
2021-12-12,15.23
2021-12-13,4.28
2021-12-14,0.64
2021-12-15,1.21
2021-12-16,0.0
2021-12-17,0.0
2021-12-18,0.0
2021-12-19,0.0
2021-12-20,0.0
2021-12-21,0.0
2021-12-22,0.0
2021-12-23,0.0
2021-12-24,0.0
2021-12-25,0.18
2021-12-26,0.2
2021-12-27,0.78
2021-12-28,0.0
2021-12-29,23.59
2021-12-30,6.71
2021-12-31,43.65
2022-01-01,46.89
2022-01-02,11.54
2022-01-03,22.58
2022-01-04,3.95
2022-01-05,0.0
2022-01-06,0.0
2022-01-07,0.0
2022-01-08,1.18
2022-01-09,1.36
2022-01-10,2.86
2022-01-11,0.49
2022-01-12,0.0
2022-01-13,1.02
2022-01-14,27.91
2022-01-15,7.96
2022-01-16,4.0
2022-01-17,4.4
2022-01-18,0.0
2022-01-19,0.0
2022-01-20,10.18
2022-01-21,24.5
2022-01-22,12.53
2022-01-23,11.23
2022-01-24,1.77
2022-01-25,0.0
2022-01-26,0.0
2022-01-27,0.0
2022-01-28,0.0
2022-01-29,5.17
2022-01-30,6.09
2022-01-31,0.0
2022-02-01,0.8400000000000001
2022-02-02,0.0
2022-02-03,17.27
2022-02-04,0.0
2022-02-05,0.0
2022-02-06,0.0
2022-02-07,0.34
2022-02-08,4.98
2022-02-09,0.0
2022-02-10,0.36
2022-02-11,0.0
2022-02-12,0.0
2022-02-13,0.0
2022-02-14,0.0
2022-02-15,16.33
2022-02-16,0.99
2022-02-17,0.0
2022-02-18,2.77
2022-02-19,1.37
2022-02-20,0.09
2022-02-21,0.0
2022-02-22,0.0
2022-02-23,0.0
2022-02-24,0.46
2022-02-25,1.69
2022-02-26,17.36
2022-02-27,33.48
2022-02-28,5.58
2022-03-01,25.69
2022-03-02,9.76
2022-03-03,19.3
2022-03-04,27.81
2022-03-05,3.46
2022-03-06,15.75
2022-03-07,1.49
2022-03-08,44.66
2022-03-09,8.15
2022-03-10,4.01
2022-03-11,0.13
2022-03-12,0.0
2022-03-13,0.0
2022-03-14,1.82
2022-03-15,0.0
2022-03-16,21.25
2022-03-17,4.5600000000000005
2022-03-18,0.28
2022-03-19,0.0
2022-03-20,1.75
2022-03-21,6.2700000000000005
2022-03-22,6.86
2022-03-23,11.15
2022-03-24,4.76
2022-03-25,0.0
2022-03-26,9.61
2022-03-27,23.77
2022-03-28,26.52
2022-03-29,8.42
2022-03-30,0.0
2022-03-31,0.0
2022-04-01,0.39
2022-04-02,45.03
2022-04-03,3.06
2022-04-04,6.74
2022-04-05,35.36
2022-04-06,25.87
2022-04-07,9.93
2022-04-08,0.05
2022-04-09,0.0
2022-04-10,0.96
2022-04-11,1.67
2022-04-12,0.0
2022-04-13,0.0
2022-04-14,0.0
2022-04-15,0.79
2022-04-16,0.0
2022-04-17,0.0
2022-04-18,1.41
2022-04-19,21.71
2022-04-20,4.93
2022-04-21,32.12
2022-04-22,27.44
2022-04-23,31.82
2022-04-24,45.85
2022-04-25,49.91
2022-04-26,19.15
2022-04-27,9.86
2022-04-28,0.0
2022-04-29,0.0
2022-04-30,14.52
2022-05-01,12.15
2022-05-02,0.38
2022-05-03,39.09
2022-05-04,46.37
2022-05-05,0.0
2022-05-06,0.46
2022-05-07,78.17
2022-05-08,37.51
2022-05-09,0.12
2022-05-10,0.0
2022-05-11,0.3
2022-05-12,11.2
2022-05-13,6.32
2022-05-14,0.76
2022-05-15,0.0
2022-05-16,0.0
2022-05-17,0.0
2022-05-18,0.0
2022-05-19,0.0
2022-05-20,14.24
2022-05-21,40.63
2022-05-22,9.97
2022-05-23,12.27
2022-05-24,6.09
2022-05-25,0.0
2022-05-26,0.25
2022-05-27,1.37
2022-05-28,2.28
2022-05-29,0.0
2022-05-30,0.0
2022-05-31,0.0
2022-06-01,0.0
2022-06-02,0.0
2022-06-03,0.0
2022-06-04,2.08
2022-06-05,11.49
2022-06-06,15.67
2022-06-07,6.4
2022-06-08,30.06
2022-06-09,1.93
2022-06-10,0.08
2022-06-11,0.0
2022-06-12,5.38
2022-06-13,38.87
2022-06-14,12.07
2022-06-15,1.2
2022-06-16,13.83
2022-06-17,0.44
2022-06-18,9.84
2022-06-19,0.1
2022-06-20,0.0
2022-06-21,0.0
2022-06-22,0.0
2022-06-23,0.0
2022-06-24,0.0
2022-06-25,0.0
2022-06-26,0.0
2022-06-27,8.49
2022-06-28,25.35
2022-06-29,19.19
2022-06-30,15.24
2022-07-01,2.18
2022-07-02,13.58
2022-07-03,46.3
2022-07-04,22.87
2022-07-05,26.53
2022-07-06,11.85
2022-07-07,14.8
2022-07-08,56.53
2022-07-09,25.08
2022-07-10,7.63
2022-07-11,5.1
2022-07-12,19.0
2022-07-13,4.41
2022-07-14,0.0
2022-07-15,0.0
2022-07-16,6.3
2022-07-17,10.52
2022-07-18,7.73
2022-07-19,43.99
2022-07-20,13.23
2022-07-21,6.07
2022-07-22,0.0
2022-07-23,0.0
2022-07-24,0.2
2022-07-25,0.0
2022-07-26,0.08
2022-07-27,0.13
2022-07-28,2.75
2022-07-29,16.53
2022-07-30,0.13
2022-07-31,0.0
2022-08-01,0.0
2022-08-02,0.0
2022-08-03,8.25
2022-08-04,3.17
2022-08-05,0.96
2022-08-06,0.0
2022-08-07,0.0
2022-08-08,0.0
2022-08-09,2.14
2022-08-10,7.45
2022-08-11,18.47
2022-08-12,18.0
2022-08-13,20.88
2022-08-14,13.01
2022-08-15,29.25
2022-08-16,9.51
2022-08-17,8.94
2022-08-18,7.430000000000001
2022-08-19,38.22
2022-08-20,11.85
2022-08-21,0.0
2022-08-22,12.73
2022-08-23,0.67
2022-08-24,9.13
2022-08-25,36.32
2022-08-26,30.07
2022-08-27,3.37
2022-08-28,0.1699999999999999
2022-08-29,0.0
2022-08-30,6.59
2022-08-31,10.51
2022-09-01,1.62
2022-09-02,2.09
2022-09-03,1.89
2022-09-04,0.41
2022-09-05,0.0
2022-09-06,59.69
2022-09-07,2.97
2022-09-08,0.8
2022-09-09,3.56
2022-09-10,0.0
2022-09-11,1.75
2022-09-12,0.55
2022-09-13,18.74
2022-09-14,75.04
2022-09-15,45.12
2022-09-16,0.0
2022-09-17,0.0
2022-09-18,0.0
2022-09-19,0.0
2022-09-20,0.0
2022-09-21,0.64
2022-09-22,9.29
2022-09-23,0.0
2022-09-24,6.56
2022-09-25,6.94
2022-09-26,17.58
2022-09-27,0.07
2022-09-28,0.0
2022-09-29,1.85
2022-09-30,3.94
2022-10-01,0.0
2022-10-02,0.0
2022-10-03,0.0
2022-10-04,18.25
2022-10-05,21.87
2022-10-06,2.28
2022-10-07,9.51
2022-10-08,0.0
2022-10-09,2.12
2022-10-10,0.5800000000000001
2022-10-11,12.55
2022-10-12,14.43
2022-10-13,1.5
2022-10-14,0.37
2022-10-15,0.0
2022-10-16,0.0
2022-10-17,0.0
2022-10-18,0.0
2022-10-19,3.47
2022-10-20,4.6
2022-10-21,0.0
2022-10-22,0.0
2022-10-23,19.39
2022-10-24,10.8
2022-10-25,3.68
2022-10-26,8.17
2022-10-27,32.4
2022-10-28,13.58
