Fecha,Temperatura_C
2021-03-04,20.068
2021-03-05,18.288
2021-03-06,17.36
2021-03-07,11.073
2021-03-08,10.104
2021-03-09,13.573
2021-03-10,8.135
2021-03-11,13.425
2021-03-12,15.094
2021-03-13,13.75
2021-03-14,15.16
2021-03-15,15.094
2021-03-16,10.242
2021-03-17,10.206
2021-03-18,11.808
2021-03-19,10.943
2021-03-20,12.858
2021-03-21,12.09
2021-03-22,12.76
2021-03-23,11.088
2021-03-24,9.51
2021-03-25,9.467
2021-03-26,11.998
2021-03-27,13.879
2021-03-28,14.853
2021-03-29,15.979
2021-03-30,15.377
2021-03-31,10.287
2021-04-01,10.209
2021-04-02,12.592
2021-04-03,10.858
2021-04-04,14.177
2021-04-05,11.202
2021-04-06,10.854
2021-04-07,9.187
2021-04-08,9.12
2021-04-09,7.598
2021-04-10,8.873
2021-04-11,12.6
2021-04-12,13.744
2021-04-13,14.477
2021-04-14,11.998
2021-04-15,11.215
2021-04-16,11.85
2021-04-17,9.533
2021-04-18,11.519
2021-04-19,8.806
2021-04-20,7.471
2021-04-21,7.381
2021-04-22,6.254
2021-04-23,7.046
2021-04-24,9.929
2021-04-25,9.694
2021-04-26,12.235
2021-04-27,12.063
2021-04-28,9.271
2021-04-29,11.946
2021-04-30,11.462
2021-05-01,7.117
2021-05-02,6.731
2021-05-03,4.115
2021-05-04,3.773
2021-05-05,3.558
2021-05-06,4.41
2021-05-07,2.996
2021-05-08,6.46
2021-05-09,6.883
2021-05-10,3.767
2021-05-11,6.802
2021-05-12,9.944
2021-05-13,6.946
2021-05-14,2.867
2021-05-15,5.629
2021-05-16,4.525
2021-05-17,5.283
2021-05-18,6.679
2021-05-19,6.51
2021-05-20,5.915
2021-05-21,6.519
2021-05-22,6.744
2021-05-23,8.569
2021-05-24,6.833
2021-05-25,4.183
2021-05-26,6.731
2021-05-27,5.685
2021-05-28,3.546
2021-05-29,4.435
2021-05-30,6.521
2021-05-31,8.798
2021-06-01,6.871
2021-06-02,5.508
2021-06-03,5.071
2021-06-04,4.185
2021-06-05,5.115
2021-06-06,6.302
2021-06-07,6.0
2021-06-08,5.95
2021-06-09,3.775
2021-06-10,4.625
2021-06-11,8.525
2021-06-12,5.558
2021-06-13,2.894
2021-06-14,1.725
2021-06-15,0.433
2021-06-16,1.141
2021-06-17,0.406
2021-06-18,0.0
2021-06-19,5.322
2021-06-20,4.683
2021-06-21,4.696
2021-06-22,0.267
2021-06-23,1.829
2021-06-24,4.335
2021-06-25,4.479
2021-06-26,0.505
2021-06-27,0.633
2021-06-28,1.856
2021-06-29,3.123
2021-06-30,4.817
2021-07-01,3.976
2021-07-02,7.158
2021-07-03,7.519
2021-07-04,8.629
2021-07-05,8.652
2021-07-06,5.012
2021-07-07,4.85
2021-07-08,3.856
2021-07-09,2.252
2021-07-10,5.29
2021-07-11,5.071
2021-07-12,6.558
2021-07-13,5.656
2021-07-14,5.046
2021-07-15,4.315
2021-07-16,3.219
2021-07-17,2.229
2021-07-18,4.84
2021-07-19,6.308
2021-07-20,6.494
2021-07-21,6.64
2021-07-22,5.985
2021-07-23,3.783
2021-07-24,2.221
2021-07-25,3.569
2021-07-26,2.463
2021-07-27,2.915
2021-07-28,3.133
2021-07-29,6.685
2021-07-30,2.73
2021-07-31,2.175
2021-08-01,8.853
2021-08-02,7.789
2021-08-03,5.04
2021-08-04,4.535
2021-08-05,8.35
2021-08-06,3.237
2021-08-07,4.898
2021-08-08,4.381
2021-08-09,2.783
2021-08-10,4.229
2021-08-11,4.242
2021-08-12,6.715
2021-08-13,6.944
2021-08-14,6.733
2021-08-15,5.142
2021-08-16,4.681
2021-08-17,3.915
2021-08-18,2.415
2021-08-19,3.596
2021-08-20,1.733
2021-08-21,0.39
2021-08-22,1.781
2021-08-23,1.879
2021-08-24,2.932
2021-08-25,2.385
2021-08-26,2.856
2021-08-27,2.602
2021-08-28,6.402
2021-08-29,4.56
2021-08-30,6.885
2021-08-31,6.956
2021-09-01,4.84
2021-09-02,4.583
2021-09-03,5.265
2021-09-04,6.31
2021-09-05,6.865
2021-09-06,5.783
2021-09-07,6.127
2021-09-08,9.081
2021-09-09,8.15
2021-09-10,5.558
2021-09-11,5.783
2021-09-12,4.91
2021-09-13,6.006
2021-09-14,8.304
2021-09-15,9.719
2021-09-16,8.569
2021-09-17,6.379
2021-09-18,6.279
2021-09-19,5.873
2021-09-20,7.019
2021-09-21,9.073
2021-09-22,10.585
2021-09-23,11.006
2021-09-24,13.696
2021-09-25,9.298
2021-09-26,4.96
2021-09-27,6.154
2021-09-28,8.385
2021-09-29,7.867
2021-09-30,6.229
2021-10-01,3.733
2021-10-02,4.658
2021-10-03,7.931
2021-10-04,8.277
2021-10-05,6.154
2021-10-06,6.225
2021-10-07,9.254
2021-10-08,10.021
2021-10-09,11.817
2021-10-10,11.496
2021-10-11,9.856
2021-10-12,9.035
2021-10-13,8.0
2021-10-14,5.583
2021-10-15,9.546
2021-10-16,9.527
2021-10-17,8.446
2021-10-18,11.375
2021-10-19,14.238
2021-10-20,12.213
2021-10-21,8.221
2021-10-22,6.635
2021-10-23,7.658
2021-10-24,8.173
2021-10-25,7.031
2021-10-26,9.471
2021-10-27,13.323
2021-10-28,12.983
2021-10-29,10.76
2021-10-30,8.16
2021-10-31,11.048
2021-11-01,12.017
2021-11-02,11.596
2021-11-03,8.881
2021-11-04,7.879
2021-11-05,11.156
2021-11-06,11.715
2021-11-07,12.173
2021-11-08,12.802
2021-11-09,15.208
2021-11-10,10.865
2021-11-11,11.088
2021-11-12,13.492
2021-11-13,12.227
2021-11-14,6.483
2021-11-15,7.412
2021-11-16,8.569
2021-11-17,11.9
2021-11-18,12.588
2021-11-19,13.796
2021-11-20,13.492
2021-11-21,12.438
2021-11-22,12.562
2021-11-23,13.027
2021-11-24,14.26
2021-11-25,11.348
2021-11-26,10.044
2021-11-27,10.138
2021-11-28,12.025
2021-11-29,11.879
2021-11-30,12.054
2021-12-01,10.02
