Fecha,Temperatura_°C
2019-01-01,13.035
2019-01-02,13.743
2019-01-03,14.059
2019-01-04,13.338
2019-01-05,12.842
2019-01-06,8.91
2019-01-07,6.417
2019-01-08,5.818
2019-01-09,5.756
2019-01-10,6.566
2019-01-11,7.305
2019-01-12,6.494
2019-01-13,7.089
2019-01-14,5.697
2019-01-15,8.236
2019-01-16,9.508
2019-01-17,7.371
2019-01-18,11.591
2019-01-19,13.745
2019-01-20,13.893
2019-01-21,14.237
2019-01-22,14.579
2019-01-23,16.442
2019-01-24,16.616
2019-01-25,16.686
2019-01-26,16.468
2019-01-27,16.434
2019-01-28,16.078
2019-01-29,13.965
2019-01-30,12.929
2019-01-31,12.519
2019-02-01,13.028
2019-02-02,12.511
2019-02-03,14.437
2019-02-04,15.22
2019-02-05,17.553
2019-02-06,16.646
2019-02-07,14.677
2019-02-08,12.931
2019-02-09,12.19
2019-02-10,10.242
2019-02-11,8.148
2019-02-12,7.101
2019-02-13,7.697
2019-02-14,13.116
2019-02-15,14.199
2019-02-16,14.101
2019-02-17,13.619
2019-02-18,11.452
2019-02-19,11.993
2019-02-20,11.74
2019-02-21,11.685
2019-02-22,12.724
2019-02-23,11.666
2019-02-24,9.502
2019-02-25,9.187
2019-02-26,9.087
2019-02-27,9.785
2019-02-28,11.622
2019-03-01,11.263
2019-03-02,11.358
2019-03-03,10.022
2019-03-04,8.205
2019-03-05,10.325
2019-03-06,11.086
2019-03-07,10.237
2019-03-08,7.939
2019-03-09,6.16
2019-03-10,6.553
2019-03-11,6.466
2019-03-12,7.7
2019-03-13,9.492
2019-03-14,8.29
2019-03-15,7.318
2019-03-16,6.087
2019-03-17,7.348
2019-03-18,8.678
2019-03-19,6.684
2019-03-20,7.925
2019-03-21,8.998
2019-03-22,10.482
2019-03-23,11.098
2019-03-24,10.947
2019-03-25,8.89
2019-03-26,9.68
2019-03-27,10.319
2019-03-28,9.131
2019-03-29,9.653
2019-03-30,10.278
2019-03-31,8.319
2019-04-01,9.985
