Date,Snow_Depth_cm
2018-03-11,0.75
2018-03-12,0.0
2018-03-13,0.0
2018-03-14,0.0
2018-03-15,0.0
2018-03-16,0.0
2018-03-17,0.0
2018-03-18,0.0
2018-03-19,0.0
2018-03-20,0.0
2018-03-21,0.0
2018-03-22,0.0
2018-03-23,0.0
2018-03-24,0.0
2018-03-25,0.0
2018-03-26,0.0
2018-03-27,0.0
2018-03-28,0.0
2018-03-29,0.07
2018-03-30,0.57
2018-03-31,0.0
2018-04-01,0.0
2018-04-02,0.0
2018-04-03,0.0
2018-04-04,0.0
2018-04-05,0.0
2018-04-06,0.0
2018-04-07,0.0
2018-04-08,0.0
2018-04-09,0.0
2018-04-10,0.0
2018-04-11,0.0
2018-04-12,0.0
2018-04-13,0.0
2018-04-14,0.02
2018-04-15,1.05
2018-04-16,1.99
2018-04-17,1.64
2018-04-18,1.86
2018-04-19,0.0
2018-04-20,0.0
2018-04-21,0.0
2018-04-22,0.0
2018-04-23,0.0
2018-04-24,0.0
2018-04-25,0.0
2018-04-26,0.0
2018-04-27,0.0
2018-04-28,0.0
2018-04-29,0.0
2018-04-30,0.0
2018-05-01,0.0
2018-05-02,0.0
2018-05-03,0.0
2018-05-05,0.0
2018-05-06,0.0
2018-05-07,0.0
2018-05-08,0.0
2018-05-09,0.0
2018-05-10,0.0
2018-05-11,0.0
2018-05-12,0.0
2018-05-13,2.52
2018-05-14,0.17
2018-05-15,0.0
2018-05-17,0.0
2018-05-18,0.0
2018-05-19,0.0
2018-05-20,0.0
2018-05-21,0.0
2018-05-22,0.0
2018-05-23,0.0
2018-05-24,0.0
2018-05-25,0.0
2018-05-26,0.0
2018-05-27,0.0
2018-05-28,0.0
2018-05-29,0.0
2018-05-30,41.47
2018-05-31,25.93
2018-06-01,20.58
2018-06-02,17.49
2018-06-03,14.62
2018-06-04,10.64
2018-06-05,5.42
2018-06-06,8.98
2018-06-07,11.75
2018-06-08,11.58
2018-06-09,0.08
2018-06-10,77.64
2018-06-11,41.44
2018-06-12,39.33
2018-06-13,33.78
2018-06-14,28.91
2018-06-15,31.2
2018-06-16,31.0
2018-06-17,30.74
2018-06-18,30.07
2018-06-19,27.75
2018-06-20,25.05
2018-06-21,19.08
2018-06-22,20.83
2018-06-23,15.19
2018-06-24,31.0
2018-06-25,36.05
2018-06-27,36.11
2018-06-28,36.52
2018-06-29,39.24
2018-06-30,39.18
2018-07-01,36.66
2018-07-02,44.87
2018-07-03,39.21
2018-07-04,81.35
2018-07-05,54.77
2018-07-06,65.9
2018-07-07,49.5
2018-07-08,50.21
2018-07-09,48.3
2018-07-10,47.84
2018-07-11,46.98
2018-07-12,45.47
2018-07-13,44.76
2018-07-14,43.35
2018-07-15,40.5
2018-07-16,38.1
2018-07-17,35.47
2018-07-18,32.74
2018-07-19,30.2
2018-07-20,39.3
2018-07-21,41.26
2018-07-22,32.48
2018-07-23,31.73
2018-07-24,33.24
2018-07-25,30.55
2018-07-26,34.65
2018-07-27,34.89
2018-07-28,43.05
2018-07-29,41.76
2018-07-30,38.2
2018-07-31,39.88
2018-08-01,38.87
2018-08-02,38.45
2018-08-03,32.66
2018-08-04,33.15
2018-08-05,34.79
2018-08-06,33.87
2018-08-07,84.59
2018-08-08,62.35
2018-08-09,59.72
2018-08-10,56.56
2018-08-11,53.43
2018-08-12,49.62
2018-08-13,46.47
2018-08-14,48.07
2018-08-15,46.87
2018-08-16,48.59
2018-08-17,49.52
2018-08-18,45.2
2018-08-19,41.25
2018-08-20,41.75
2018-08-21,43.89
2018-08-22,46.11
2018-08-23,38.56
2018-08-24,45.48
2018-08-25,49.03
2018-08-26,45.47
2018-08-27,43.93
2018-08-28,43.97
2018-08-29,43.07
2018-08-30,41.53
2018-08-31,41.26
2018-09-01,39.76
2018-09-02,44.2
2018-09-03,43.89
2018-09-04,42.92
2018-09-05,39.35
2018-09-06,37.5
2018-09-07,34.89
2018-09-08,30.6
2018-09-09,27.81
2018-09-10,28.02
2018-09-11,24.83
2018-09-12,21.15
2018-09-13,19.85
2018-09-14,18.42
2018-09-15,14.27
2018-09-16,14.03
2018-09-17,13.24
2018-09-18,36.62
2018-09-19,49.88
2018-09-20,48.68
2018-09-21,50.29
2018-09-22,46.8
2018-09-23,44.71
2018-09-24,43.91
2018-09-25,41.9
2018-09-26,42.1
2018-09-27,45.67
2018-09-28,43.32
2018-09-29,42.18
2018-09-30,56.78
2018-10-01,47.48
2018-10-02,45.16
2018-10-03,46.78
2018-10-04,47.27
2018-10-05,43.27
2018-10-06,39.29
2018-10-07,36.39
2018-10-08,32.8
2018-10-09,32.6
2018-10-10,31.94
2018-10-11,34.72
2018-10-12,37.38
2018-10-13,36.96
2018-10-14,36.34
2018-10-15,37.75
2018-10-16,32.02
2018-10-18,32.25
2018-10-19,30.85
2018-10-20,23.5
2018-10-21,20.97
2018-10-22,17.14
2018-10-23,14.61
2018-10-24,10.36
2018-10-25,6.97
2018-10-26,2.49
2018-10-27,0.0
2018-10-28,0.0
2018-10-29,0.0
2018-10-30,0.0
2018-10-31,0.0
2018-11-01,0.0
2018-11-02,0.0
2018-11-03,0.0
2018-11-04,0.0
2018-11-05,0.0
2018-11-06,0.0
2018-11-07,0.22
2018-11-08,0.24
2018-11-09,0.0
2018-11-10,0.0
2018-11-11,0.0
2018-11-12,0.0
2018-11-13,1.23
2018-11-14,6.46
2018-11-15,0.0
2018-11-16,0.0
2018-11-17,0.0
2018-11-18,0.0
2018-11-19,1.07
2018-11-20,1.45
2018-11-21,2.64
2018-11-22,0.65
2018-11-23,0.0
2018-11-24,0.15
2018-11-25,0.4
2018-11-26,0.0
2018-11-27,0.0
2018-11-28,0.0
2018-11-29,0.0
2018-11-30,0.0
