Date,Snow_Depth_cm
2021-12-13,7.05
2021-12-14,6.48
2021-12-15,6.49
2021-12-16,6.53
2021-12-17,6.53
2021-12-18,6.52
2021-12-19,6.49
2021-12-20,6.31
2021-12-21,6.32
2021-12-22,6.42
2021-12-23,6.17
2021-12-24,6.21
2021-12-25,6.15
2021-12-26,6.36
2021-12-27,6.82
2021-12-28,7.59
2021-12-29,7.97
2021-12-30,7.89
2021-12-31,7.77
2022-01-01,7.84
2022-01-02,7.84
2022-01-03,7.88
2022-01-04,7.91
2022-01-05,7.95
2022-01-06,7.95
2022-01-07,7.96
2022-01-08,7.95
2022-01-09,7.9
2022-01-10,7.91
2022-01-11,7.87
2022-01-12,7.86
2022-01-13,7.85
2022-01-14,7.73
2022-01-15,7.57
2022-01-17,7.59
2022-01-18,7.59
2022-01-19,7.48
2022-01-20,7.38
2022-01-21,7.45
2022-01-22,7.37
2022-01-23,7.36
2022-01-24,7.6
2022-01-25,7.72
2022-01-26,7.78
2022-01-27,7.73
2022-01-28,7.57
2022-01-29,7.53
2022-01-31,7.53
2022-02-01,7.48
2022-02-02,7.53
2022-02-03,7.49
2022-02-04,7.49
2022-02-05,7.53
2022-02-06,7.58
2022-02-07,7.57
2022-02-08,7.53
2022-02-09,7.51
2022-02-10,7.54
2022-02-11,7.57
2022-02-12,7.59
2022-02-13,7.5
2022-02-14,7.48
2022-02-15,7.42
2022-02-16,7.5
2022-02-17,7.55
2022-02-28,7.76
2022-03-01,7.81
2022-03-02,7.71
2022-03-03,7.72
2022-03-04,7.79
2022-03-05,7.75
2022-03-06,7.86
2022-03-07,7.81
2022-03-08,8.0
2022-03-09,8.16
2022-03-10,7.69
2022-03-11,7.6
2022-03-12,7.58
2022-03-13,7.58
2022-03-16,7.77
2022-03-17,7.77
2022-03-18,7.74
2022-03-19,7.78
2022-03-20,7.76
2022-03-21,7.84
2022-03-22,7.74
2022-03-23,20.8
2022-03-24,17.9
2022-03-25,10.35
2022-03-26,7.77
2022-03-27,7.77
2022-03-28,7.83
2022-03-29,28.6
2022-03-30,30.17
2022-03-31,25.06
2022-04-01,20.15
2022-04-02,13.31
2022-04-03,12.63
2022-04-04,9.25
2022-04-05,7.75
2022-04-06,7.77
2022-04-07,7.83
2022-04-08,7.74
2022-04-09,7.9
2022-04-10,14.48
2022-04-11,19.3
2022-04-12,18.42
2022-04-13,14.55
2022-04-14,9.01
2022-04-15,7.72
2022-04-16,7.7
2022-04-17,7.7
2022-04-18,7.78
2022-04-19,7.9
2022-04-20,9.37
2022-04-21,27.86
2022-04-22,33.31
2022-04-23,27.32
2022-04-24,25.99
