Fecha,Temperatura_°C
2013-08-07,-6.226388888888889
2013-08-08,-9.601388888888884
2013-08-09,-5.048611111111112
2013-08-10,3.660416666666665
2013-08-11,-2.007638888888889
2013-08-12,-6.72291666666667
2013-08-13,-3.911111111111111
2013-08-14,7.060416666666669
2013-08-15,5.321527777777778
2013-08-16,4.790277777777779
2013-08-17,5.551388888888888
2013-08-18,3.370138888888889
2013-08-19,3.1680555555555565
2013-08-20,2.5013888888888887
2013-08-21,0.1985507246376814
2013-08-22,1.1027777777777776
2013-08-23,-1.1506944444444445
2013-08-24,-3.6270833333333337
2013-08-25,-3.415972222222223
2013-08-26,-2.0423611111111115
2013-08-27,6.702777777777778
2013-08-28,11.930555555555548
2013-08-29,9.679861111111116
2013-08-30,5.889583333333332
2013-08-31,2.486805555555556
2013-09-01,1.7138888888888892
2013-09-02,-0.1756944444444443
2013-09-03,2.535416666666666
2013-09-04,2.297222222222222
2013-09-05,1.9479166666666667
2013-09-06,2.933333333333333
2013-09-07,2.7013888888888893
2013-09-08,9.025362318840576
2013-09-09,9.661805555555553
2013-09-10,7.4118055555555555
2013-09-11,1.6465277777777778
2013-09-12,-4.011805555555557
2013-09-13,-1.319803921568628
2013-09-14,-6.695833333333333
2013-09-15,-9.712500000000007
2013-09-16,-12.091666666666676
2013-09-17,-6.390277777777778
2013-09-18,-2.051388888888889
2013-09-19,-1.7784722222222225
2013-09-20,-6.2256944444444455
2013-09-21,-7.987499999999997
2013-09-22,-3.178472222222222
2013-09-23,1.1097222222222227
2013-09-24,3.4590277777777767
2013-09-25,2.336111111111111
2013-09-26,0.7381944444444439
2013-09-27,-1.806111111111112
2014-06-06,-8.670138888888891
2014-06-07,-11.197222222222225
2014-06-08,-7.377777777777777
2014-06-09,3.0568181818181817
2014-06-10,3.282753623188405
2014-06-11,-3.793194444444444
2014-06-13,-3.4659420289855087
2014-06-14,1.7958333333333332
2014-06-15,3.6370833333333343
2014-06-16,7.005555555555556
2014-06-17,7.484027777777778
2014-06-18,7.668749999999998
2014-06-19,7.575694444444444
2014-06-20,5.7840579710144935
2014-06-21,1.1906249999999992
2014-06-22,-0.8050757575757576
2014-06-23,0.8245138888888893
