Date,Snow_Depth_cm
2018-05-11,13.43
2018-05-12,10.06
2018-05-13,7.41
2018-05-14,6.1
2018-05-15,6.87
2018-05-16,6.8
2018-05-17,0.0
2018-05-18,5.86
2018-05-19,8.13
2018-05-20,7.23
2018-05-21,0.0
2018-05-22,3.15
2018-05-23,0.0
2018-05-24,0.0
2018-05-25,0.0
2018-05-26,0.0
2018-05-27,0.0
2018-05-28,0.0
2018-05-29,0.0
2018-05-30,18.48
2018-05-31,12.12
2018-06-01,8.74
2018-06-02,7.32
2018-06-03,5.37
2018-06-04,0.0
2018-06-05,3.48
2018-06-06,6.45
2018-06-07,10.89
2018-06-08,11.17
2018-06-09,6.88
2018-06-10,38.79
2018-06-11,32.26
2018-06-12,27.35
2018-06-13,27.91
2018-06-14,32.84
2018-06-15,34.9
2018-06-16,32.92
2018-06-17,30.39
2018-06-18,28.65
2018-06-19,34.91
2018-06-20,32.22
2018-06-21,31.78
2018-06-22,32.76
2018-06-23,31.54
2018-06-25,47.6
2018-06-26,46.04
2018-06-27,41.26
2018-06-28,40.41
2018-06-29,33.24
2018-06-30,37.23
2018-07-01,36.68
2018-07-02,46.43
2018-07-03,45.12
2018-07-04,45.63
2018-07-05,84.33
2018-07-06,83.88
2018-07-07,92.65
2018-07-08,90.59
2018-07-09,87.67
2018-07-10,85.39
2018-07-11,84.32
2018-07-12,80.3
2018-07-13,81.53
2018-07-14,79.22
2018-07-15,77.4
2018-07-16,75.63
2018-07-17,73.47
2018-07-18,75.6
2018-07-19,79.3
2018-07-20,83.61
2018-07-21,85.13
2018-07-22,85.02
2018-07-23,86.09
2018-07-24,86.6
2018-07-26,87.61
2018-07-27,87.36
2018-07-28,90.47
2018-07-29,97.18
2018-07-30,93.32
2018-07-31,94.94
2018-08-01,89.93
2018-08-02,91.39
2018-08-03,91.16
2018-08-04,93.42
2018-08-05,94.95
2018-08-06,94.19
2018-08-07,115.69
2018-08-08,128.58
2018-08-09,125.85
2018-08-10,122.11
2018-08-11,117.51
2018-08-12,114.95
