Fecha,Temperatura_C
2014-04-08,17.062
2014-04-09,13.763
2014-04-10,13.998
2014-04-11,12.229
2014-04-12,12.389
2014-04-13,18.632
2014-04-14,17.654
2014-04-15,17.632
2014-04-16,15.028
2014-04-17,12.407
2014-04-18,12.565
2014-04-19,14.689
2014-04-20,17.5
2014-04-21,14.851
2014-04-22,18.654
2014-04-23,16.28
2014-04-24,15.866
2014-04-25,15.869
2014-04-26,10.467
2014-04-27,9.947
2014-04-28,12.431
2014-04-29,11.143
2014-04-30,10.432
2014-05-01,9.974
2014-05-02,11.983
2014-05-03,13.31
2014-05-04,12.631
2014-05-05,13.192
2014-05-06,14.673
2014-05-07,13.989
2014-05-08,16.076
2014-05-09,13.411
2014-05-10,12.827
2014-05-11,8.096
2014-05-12,11.514
2014-05-13,15.901
2014-05-14,14.003
2014-05-15,12.588
2014-05-16,11.708
2014-05-17,15.616
2014-05-18,14.403
2014-05-19,14.68
2014-05-20,9.745
2014-05-21,4.455
2014-05-22,4.316
2014-05-23,8.35
2014-05-24,7.63
2014-05-25,6.921
2014-05-26,11.233
2014-05-27,16.741
2014-05-28,13.391
2014-05-29,7.502
2014-05-30,5.362
2014-05-31,7.074
2014-06-01,12.143
2014-06-02,12.652
2014-06-03,6.636
2014-06-04,3.259
2014-06-05,2.973
2014-06-06,2.57
2014-06-07,0.257
2014-06-08,1.035
2014-06-09,10.17
2014-06-10,12.448
2014-06-11,8.79
2014-06-12,0.296
2014-06-13,4.267
2014-06-14,10.911
2014-06-15,13.795
2014-06-16,15.666
2014-06-17,16.887
2014-06-18,17.745
2014-06-19,17.305
2014-06-20,16.644
2014-06-21,9.422
2014-06-22,7.173
2014-06-23,11.679
2014-06-24,10.326
2014-06-25,6.94
2014-06-26,3.801
2014-06-27,3.907
2014-06-28,9.657
2014-06-29,14.519
2014-06-30,9.629
2014-07-01,8.499
2014-07-02,4.032
2014-07-03,6.664
2014-07-04,4.089
2014-07-05,3.931
2014-07-06,7.608
2014-07-07,13.91
2014-07-08,13.998
2014-07-09,17.386
2014-07-10,15.498
2014-07-11,9.809
2014-07-12,11.086
2014-07-13,13.36
2014-07-14,10.929
2014-07-15,7.603
2014-07-16,10.471
2014-07-17,12.634
2014-07-18,18.171
2014-07-19,17.361
2014-07-20,13.072
2014-07-21,5.592
2014-07-22,3.87
2014-07-23,4.329
2014-07-24,2.821
2014-07-25,7.967
2014-07-26,9.901
2014-07-27,12.44
2014-07-28,12.193
2014-07-29,14.243
2014-07-30,14.062
2014-07-31,11.133
2014-08-01,12.463
2014-08-02,12.49
2014-08-03,8.497
2014-08-04,13.849
2014-08-05,12.457
2014-08-06,4.558
2014-08-07,9.439
2014-08-08,16.938
2014-08-09,14.549
2014-08-10,11.124
2014-08-11,8.98
2014-08-12,7.006
2014-08-13,14.811
2014-08-14,16.518
2014-08-15,17.022
2014-08-16,18.968
2014-08-17,20.959
2014-08-18,21.112
2014-08-19,15.785
2014-08-20,13.6
2014-08-21,13.829
2014-08-22,11.021
2014-08-23,5.079
2014-08-24,2.546
2014-08-25,7.533
2014-08-26,12.701
2014-08-27,8.492
2014-08-28,12.23
2014-08-29,11.479
2014-08-30,8.266
2014-08-31,11.034
2014-09-01,9.432
2014-09-02,9.658
2014-09-03,10.242
2014-09-04,8.883
2014-09-05,5.137
2014-09-06,6.505
2014-09-07,14.461
2014-09-08,13.835
2014-09-09,7.678
2014-09-10,5.964
2014-09-11,9.437
2014-09-12,9.731
2014-09-13,5.918
2014-09-14,9.995
2014-09-15,17.68
2014-09-16,14.198
2014-09-17,9.654
2014-09-18,8.41
2014-09-19,9.835
2014-09-20,15.051
2014-09-21,14.57
2014-09-22,7.736
2014-09-23,7.182
2014-09-24,9.272
2014-09-25,9.221
2014-09-26,9.818
2014-09-27,11.281
2014-09-28,13.027
2014-09-29,12.016
2014-09-30,14.129
2014-10-01,17.375
2014-10-02,16.181
2014-10-03,13.757
2014-10-04,9.724
2014-10-05,11.134
2014-10-06,17.885
2014-10-07,16.597
2014-10-08,13.322
2014-10-09,11.822
2014-10-10,13.681
2014-10-11,14.984
2014-10-12,16.411
2014-10-13,18.714
2014-10-14,19.573
2014-10-15,16.087
2014-10-16,15.17
2014-10-17,14.674
2014-10-18,10.47
2014-10-19,15.25
2014-10-20,18.427
2014-10-21,19.682
2014-10-22,20.395
2014-10-23,20.592
2014-10-24,21.022
2014-10-25,21.932
2014-10-26,15.987
2014-10-27,16.695
2014-10-28,15.303
2014-10-29,13.552
2014-10-30,11.5
2014-10-31,14.326
2014-11-01,13.013
2014-11-02,13.378
2014-11-03,13.35
2014-11-04,16.061
2014-11-05,15.909
2014-11-06,17.449
2014-11-07,17.122
2014-11-08,18.725
2014-11-09,19.315
2014-11-10,18.225
2014-11-11,16.891
2014-11-12,17.457
2014-11-13,18.057
2014-11-14,21.112
2014-11-15,19.748
2014-11-16,20.446
2014-11-17,20.502
2014-11-18,18.429
2014-11-19,16.909
2014-11-20,14.874
2014-11-21,16.245
2014-11-22,19.49
2014-11-23,17.6
2014-11-24,13.925
2014-11-25,15.851
2014-11-26,19.419
2014-11-27,19.763
2014-11-28,17.864
2014-11-29,10.716
2014-11-30,12.073
2014-12-01,14.382
2014-12-02,20.203
2014-12-03,22.133
2014-12-04,22.91
2014-12-05,19.655
2014-12-06,16.419
2014-12-07,20.48
2014-12-08,21.347
2014-12-09,20.546
2014-12-10,18.853
2014-12-11,19.127
2014-12-12,18.46
2014-12-13,18.599
2014-12-14,18.351
2014-12-15,17.17
2014-12-16,17.783
2014-12-17,18.448
2014-12-18,19.425
2014-12-19,18.867
2014-12-20,12.706
2014-12-21,11.702
2014-12-22,15.06
2014-12-23,22.498
2014-12-24,20.089
2014-12-25,20.457
2014-12-26,21.117
2014-12-27,20.498
2014-12-28,21.986
2014-12-29,20.498
2014-12-30,19.664
2014-12-31,19.272
2015-01-01,20.092
2015-01-02,21.033
2015-01-03,22.736
2015-01-04,23.804
2015-01-05,24.468
2015-01-06,23.191
2015-01-07,18.394
2015-01-08,23.849
2015-01-09,24.397
2015-01-10,26.281
2015-01-11,25.422
2015-01-12,24.29
2015-01-13,21.537
2015-01-14,25.93
2015-01-15,24.17
2015-01-16,25.407
2015-01-17,27.347
2015-01-18,20.443
2015-01-19,19.578
2015-01-20,19.18
2015-01-21,21.14
2015-01-22,22.577
2015-01-23,22.64
2015-01-24,22.559
2015-01-25,23.152
2015-01-26,23.094
2015-01-27,22.266
2015-01-28,21.292
2015-01-29,22.529
2015-01-30,23.017
2015-01-31,23.425
2015-02-01,22.716
2015-02-02,22.579
2015-02-03,22.49
2015-02-04,22.535
2015-02-05,21.594
2015-02-06,22.263
2015-02-07,21.754
2015-02-08,20.64
2015-02-09,18.246
2015-02-10,20.319
2015-02-11,23.352
2015-02-12,23.004
2015-02-13,24.723
2015-02-14,23.89
2015-02-15,21.701
2015-02-16,21.493
2015-02-17,21.777
2015-02-18,18.26
2015-02-19,16.932
2015-02-20,14.02
2015-02-21,16.891
2015-02-22,20.979
2015-02-23,21.829
2015-02-24,18.046
2015-02-25,18.522
2015-02-26,17.959
2015-02-27,17.693
2015-02-28,15.528
2015-03-01,18.467
2015-03-02,19.405
2015-03-03,19.978
2015-03-04,20.427
2015-03-05,20.372
2015-03-06,20.231
2015-03-07,19.29
2015-03-08,20.113
2015-03-09,22.143
2015-03-10,23.245
2015-03-11,23.304
2015-03-12,20.295
2015-03-13,19.527
2015-03-14,19.294
2015-03-15,19.972
2015-03-16,21.465
2015-03-17,21.139
2015-03-18,21.67
2015-03-19,21.75
2015-03-20,25.347
2015-03-21,22.353
2015-03-22,19.1
2015-03-23,17.516
2015-03-24,14.98
2015-03-25,14.14
2015-03-26,14.303
2015-03-27,16.748
2015-03-28,16.998
2015-03-29,19.143
2015-03-30,15.326
2015-03-31,19.399
2015-04-01,20.052
2015-04-02,18.51
2015-04-03,16.588
2015-04-04,16.084
2015-04-05,19.862
2015-04-06,20.815
2015-04-07,15.756
2015-04-08,16.118
2015-04-09,17.001
2015-04-10,20.088
2015-04-11,18.99
2015-04-12,21.062
2015-04-13,17.683
2015-04-14,16.923
2015-04-15,15.051
2015-04-16,13.074
2015-04-17,16.515
2015-04-18,20.626
2015-04-19,12.592
2015-04-20,13.328
2015-04-21,14.134
2015-04-22,18.276
2015-04-23,20.084
2015-04-24,20.988
2015-04-25,21.839
2015-04-26,16.254
2015-04-27,17.61
2015-04-28,17.345
2015-04-29,16.824
2015-04-30,17.324
2015-05-01,13.973
2015-05-02,12.011
2015-05-03,10.668
2015-05-04,15.905
2015-05-05,14.216
2015-05-06,16.44
2015-05-07,15.689
2015-05-08,13.623
2015-05-09,11.37
2015-05-10,15.428
2015-05-11,19.444
2015-05-12,14.198
2015-05-13,12.894
2015-05-14,14.355
2015-05-15,12.231
2015-05-16,19.122
2015-05-17,17.623
2015-05-18,18.452
2015-05-19,19.387
2015-05-20,16.187
2015-05-21,11.927
2015-05-22,11.459
2015-05-23,8.29
2015-05-24,7.697
2015-05-25,9.428
2015-05-26,10.991
2015-05-27,16.161
2015-05-28,16.358
2015-05-29,10.948
2015-05-30,8.918
2015-05-31,11.544
2015-06-01,13.765
2015-06-02,16.925
2015-06-03,14.851
2015-06-04,15.814
2015-06-05,15.231
2015-06-06,11.014
2015-06-07,12.747
2015-06-08,10.33
2015-06-09,10.881
2015-06-10,10.296
2015-06-11,8.372
2015-06-12,9.214
2015-06-13,5.871
2015-06-14,3.752
2015-06-15,9.021
2015-06-16,11.777
2015-06-17,5.08
2015-06-18,14.666
2015-06-19,17.715
2015-06-20,16.354
2015-06-21,17.548
2015-06-22,15.02
2015-06-23,17.155
2015-06-24,12.787
2015-06-25,8.242
2015-06-26,14.777
2015-06-27,16.529
2015-06-28,10.469
2015-06-29,9.043
2015-06-30,12.567
2015-07-01,12.368
2015-07-02,9.418
2015-07-03,10.201
2015-07-04,13.03
2015-07-05,8.582
2015-07-06,9.044
2015-07-07,10.886
2015-07-08,11.478
2015-07-09,10.774
2015-07-10,9.717
2015-07-11,8.346
2015-07-12,3.454
2015-07-13,2.591
2015-07-14,4.046
2015-07-15,7.118
2015-07-16,8.669
2015-07-17,13.765
2015-07-18,9.612
2015-07-19,4.64
2015-07-20,8.653
2015-07-21,13.105
2015-07-22,10.134
2015-07-23,12.505
2015-07-24,17.091
2015-07-25,18.137
2015-07-26,17.6
2015-07-27,10.933
2015-07-28,9.21
2015-07-29,13.664
2015-07-30,10.616
2015-07-31,8.888
2015-08-01,9.704
2015-08-02,9.232
2015-08-03,13.197
2015-08-04,18.494
2015-08-05,11.154
2015-08-06,4.594
2015-08-07,6.245
2015-08-08,6.802
2015-08-09,5.009
2015-08-10,4.44
2015-08-11,7.175
2015-08-12,4.417
2015-08-13,4.367
2015-08-14,4.712
2015-08-15,7.097
