Date,Snow_Depth_cm
2017-04-04,0.2
2017-04-05,0.0
2017-04-06,0.36
2017-04-07,0.44
2017-04-08,0.53
2017-04-09,0.0
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.16
2017-04-17,0.13
2017-04-18,0.4
2017-04-19,0.49
2017-04-20,0.86
2017-04-21,0.83
2017-04-22,0.76
2017-04-23,0.71
2017-04-24,0.62
2017-04-25,0.57
2017-04-26,0.23
2017-04-27,0.0
2017-04-28,0.0
2017-04-29,0.06
2017-04-30,0.0
2017-05-01,0.02
2017-05-03,0.0
2017-05-04,0.05
2017-05-05,0.0
2017-05-06,0.62
2017-05-07,0.98
2017-05-08,0.47
2017-05-09,0.2
2017-05-10,0.45
2017-05-11,5.15
2017-05-12,8.23
2017-05-13,2.6
2017-05-14,0.81
2017-05-15,0.63
2017-05-16,0.47
2017-05-17,0.77
2017-05-18,11.18
2017-05-19,14.12
2017-05-20,7.92
2017-05-21,3.91
2017-05-22,1.31
2017-05-23,0.8
2017-05-24,1.0
2017-05-25,15.87
2017-05-26,20.66
2017-05-27,16.07
2017-05-28,11.79
2017-05-29,8.65
2017-05-30,5.6
2017-05-31,3.67
2017-06-01,2.29
